id|year|parl_code|state_code|name|party_code|votes
64|2004|P10|N17|Phahrolrzai Zawawi|PAS|9155
65|2004|P11|N18|Mohd Taulan Rasul|PAS|14790
66|2004|P11|N18|Samsuddin Tahir|UMNO|10611
67|2004|P11|N19|Suraya Yaacob|UMNO|13948
68|2004|P11|N19|Abdul Mutalib Awang|PAS|9698
69|2004|P12|N20|Datuk Shuhaimi Abdullah|UMNO|9802
70|2004|P12|N20|Azizan Abdul Razak|PAS|10882
71|2004|P12|N21|Datuk Abdul Razak Hashim|UMNO|8949
72|2004|P12|N21|Mohd Afif Abdullah|PAS|4983
73|2004|P12|N22|Datuk Beh Heng Siong|MCA|10748
74|2004|P12|N22|Kalai Vanar a/l Bala Sundram|PKR|3677
75|2004|P12|N22|Tan Choy|DAP|698
76|2004|P13|N23|Salleh Ismail|UMNO|7259
77|2004|P13|N23|Mohd Isa Shafie|PAS|7310
78|2004|P13|N24|Ismail Harun|UMNO|8631
79|2004|P13|N24|Yahaya Abdullah|PAS|7991
80|2004|P14|N25|Datuk V Saravanan|MIC|14196
81|2004|P14|N25|Mustafa Khalid Hanafi|PKR|6501
82|2004|P14|N25|G Ghanagaru a/l Ganisan|DAP|2120
83|2004|P14|N26|Datuk Arzmi Hamid|UMNO|13111
84|2004|P14|N26|Dr Hamdan Mohamed Khalib|PAS|7960
85|2004|P15|N27|Dr Shuib Saidin|UMNO|11742
86|2004|P15|N27|Shahabudin Jaafar|PAS|9081
87|2004|P15|N28|Soon Kok Hwa|MCA|14204
88|2004|P15|N28|Johari Abdul|PKR|5305
89|2004|P15|N29|Datuk Fong Chok Gin|GERAKAN|10287
90|2004|P15|N29|Lim Soo Nee|PKR|4153
91|2004|P16|N30|Mohd Salleh Yaacob|UMNO|12354
92|2004|P16|N30|Taib Azamuddin Md Taib|PAS|10568
93|2004|P16|N31|Ismail Abu Bakar|UMNO|10571
94|2004|P16|N31|Suhaimi Ahmad|PAS|9565
95|2004|P16|N32|Datuk Abdul Aziz Sheikh Kadzir|UMNO|9323
96|2004|P16|N32|Md Zuki Yusoff|PAS|8861
97|2004|P17|N33|Datuk Mohd Hadzir Ismail|UMNO|13825
98|2004|P17|N33|Siti Aishah Ghazali|PAS|6410
99|2004|P17|N34|S Ganesan|MIC|13218
100|2004|P17|N34|Tian Chua|PKR|8979
101|2004|P18|N35|Boey Chin Gan|MCA|13497
102|2004|P18|N35|Alwi Mohamed Yusop|PKR|6132
103|2004|P18|N36|Datuk Azimi Daim|UMNO|10752
104|2004|P18|N36|Yaakob Hussein|PAS|6874
105|2004|P19|N1|Datuk Noor Zahaidi Omar|UMNO|6638
106|2004|P19|N1|Wan Hussin Wan Ahmad|PAS|5924
107|2004|P19|N2|Datuk Wan Johani Wan Hussein|UMNO|6220
108|2004|P19|N2|Mohamed Zaki Ibrahim|PAS|6911
109|2004|P19|N3|Mohd Noor yaacob|UMNO|6584
110|2004|P19|N3|Ahmad Yakob|PAS|8855
111|2004|P19|N4|Mohd Rosdi Ab Aziz|UMNO|7280
112|2004|P19|N4|Ramli Abu Bakar|PAS|5874
113|2004|P20|N5|Che Rosli Hassan|UMNO|4034
114|2004|P20|N5|Husam Musa|PAS|6916
115|2004|P20|N6|Ruhani Mamat|UMNO|4195
116|2004|P20|N6|Datuk Nik Abdul Aziz Nik Mat|PAS|7889
117|2004|P20|N7|Zulkifli Dollah|UMNO|5038
118|2004|P20|N7|Nik Amar Nik Abdullah|PAS|7123
119|2004|P21|N8|Che Mansor Adabi Che Hassan|UMNO|5226
120|2004|P21|N8|Rohani Ibrahim|PAS|8015
121|2004|P21|N9|Leong Su Siang|MCA|9120
122|2004|P21|N9|Annuar Tan Abdullah|PAS|9154
123|2004|P21|N10|Sekh Mohd Ruzi Ske Ahamad|UMNO|6409
124|2004|P21|N10|Takiyuddin Hassan|PAS|8340
125|2004|P22|N11|Mohd Fauzi Mohamad|UMNO|6852
126|2004|P22|N11|Wan Othman Wan Yusof|PAS|6063
127|2004|P22|N12|Hanafi Mamat|UMNO|7112
128|2004|P22|N12|Wan Abdul Aziz Wan Faafar|PAS|7168
129|2004|P22|N13|Datuk Mustafa Taib|UMNO|6458
130|2004|P22|N13|Ab Halim Ab Rahman|PAS|6970
131|2004|P23|N14|Ab Halim Che Man|UMNO|3990
132|2004|P23|N14|Mohd Nassuruddin Daud|PAS|6095
133|2004|P23|N15|Shaari Mat Hussain|UMNO|6275
134|2004|P23|N15|Abdullah Abdul Razak|PAS|5083
135|2004|P23|N16|Mohd Zain Ismail|UMNO|4493
136|2004|P23|N16|Hussin Ibrahim|PAS|3625
137|2004|P24|N17|Siti Jeliha @ Zaleha Hussin|UMNO|5508
138|2004|P24|N17|Buni Amin Hamzah|PAS|6641
139|2004|P24|N18|Nik Ab Rahman Nik Taib|UMNO|4547
140|2004|P24|N18|Ahmad Baihaki Atiqullah|PAS|6332
141|2004|P24|N19|Datuk Muhammad Abdul Ghani|UMNO|5551
142|2004|P24|N19|Mohamed Daud|PAS|8807
143|2004|P25|N20|Mohd Zulkifli Zakaria|UMNO|6815
144|2004|P25|N20|Hassan Mohamood|PAS|8503
145|2004|P25|N21|Muhamad Ab Rahman|UMNO|6914
146|2004|P25|N21|Datuk Omar Mohammad|PAS|7958
147|2004|P25|N22|Datuk Dr Ilias Hussain|UMNO|8212
148|2004|P25|N22|Shaary Awang|PAS|7099
149|2004|P26|N23|Sazmi Ishak|UMNO|6775
150|2004|P26|N23| Wan Ismail Wan Yusoh|PAS|6563
151|2004|P26|N24|Sharifuddin Drahman @ Abdul Rahman|UMNO|4590
152|2004|P26|N24|Sahmsudin @ Mohamed Shukri Ab Rahman|PAS|5301
153|2004|P26|N25|Datuk Anuar Musa|UMNO|8509
154|2004|P26|N25|Md Ashari Mamat|PAS|5663
155|2004|P27|N26|Baharuddin Yusof|UMNO|6500
156|2004|P27|N26|Abdul Fatah Mahmood|PAS|6926
157|2004|P27|N27|Hashim Shafin @ Shafain|UMNO|5149
158|2004|P27|N27|Wan Yusoff Wan Mustapha|PAS|4033
159|2004|P27|N28|Nuainun @ Shuhanie Deraman|UMNO|3549
160|2004|P27|N28|Md Anizam Ab Rahman|PAS|3901
161|2004|P28|N29|Amran Mat Nor|UMNO|5492
162|2004|P28|N29|Saipul Bahrin Mohamad|PAS|5679
163|2004|P28|N30|Zainal Abidin Mohamad|UMNO|7090
164|2004|P28|N30|Zainuddin Awang Hamat|PAS|6444
165|2004|P28|N31|Kamarudin Md Nor|UMNO|6095
166|2004|P28|N31|Hussin Awang|PAS|5396
167|2004|P28|N32|Tuan Mustaffa Tuan Mat|UMNO|4926
168|2004|P28|N32|Dr Nik Mazlan Nik Mohamad|PAS|4969
169|2004|P29|N33|Ad Halim Ismail|UMNO|5761
170|2004|P29|N33|Zulkifli Mamat|PAS|5866
171|2004|P29|N34|Datuk Ismail Mamat|UMNO|5523
172|2004|P29|N34|Zakari Yaacob|PAS|5603
173|2004|P29|N35|Datuk Wan Mohd Zain Wan Mohd Amin|UMNO|6076
174|2004|P29|N35|Hassan Mohamad|PAS|6078
175|2004|P30|N36|Adhan Kechik|UMNO|6397
176|2004|P30|N36|Supi Abd Razak|PAS|3531
177|2004|P30|N37|Datuk Mustapa Mohamed|UMNO|5118
178|2004|P30|N37|Abdullah Ya'kub|PAS|4319
179|2004|P30|N38|Abd Aziz Derasid|UMNO|4515
180|2004|P30|N38|Mat Rasid Mat Jais|PAS|2726
181|2004|P31|N39|Azizuddin Hussin|UMNO|5315
182|2004|P31|N39|Abdul Latiff Abdul Rahman|PAS|4999
183|2004|P31|N40|Dr Shamshul Ikhwan Ashaari Azmi|UMNO|6146
184|2004|P31|N40|Zulkafli Yaacob|PAS|5136
185|2004|P31|N40|Mohd Zaki Kassim|Ind|51
186|2004|P31|N41|Mohamed Zulfipli Omar|UMNO|4362
187|2004|P31|N41|Mohd Zamzuri Mat Lazim|PAS|4309
188|2004|P31|N42|Datuk Ramzi Abd Rahman|UMNO|3466
189|2004|P31|N42|Rafar @ Abdul Ghafar Yusof|PAS|2372
190|2004|P32|N43|Mat Yusoff Ab Ghani|UMNO|4516
191|2004|P32|N43|Muhammad Zain Muhammad|PKR|1831
192|2004|P32|N44|Nozula Mat Diah|UMNO|5244
193|2004|P32|N44|Norazman Mat Amin|PKR|2364
194|2004|P32|N45|Mohamad Saufi Deraman|UMNO|4184
195|2004|P32|N45|Chek Hashim Sulaima|PAS|2455
196|2004|P33|N1|Abdullah Che Muda|UMNO|6334
197|2004|P33|N1|Nik Muhamad Zawawi|PAS|4307
198|2004|P33|N2|Wan Mohamad Wan Hassan|UMNO|6903
199|2004|P33|N2|Abdul Aziz Abas|PAS|4890
200|2004|P33|N3|Datuk Idris Jusoh|UMNO|6513
201|2004|P33|N3|Mohd Hassan Salleh|PAS|4466
202|2004|P33|N4|Nawi Mohamad|UMNO|6496
203|2004|P33|N4|Abdullah Mat Dan @ Abdullah Mat Adam|PAS|3863
204|2004|P34|N5|Ramlan Ali|UMNO|5800
205|2004|P34|N5|Shaharizukirnain Abd Kadir|PAS|4700
206|2004|P34|N6|Mohd Jidin Shafie|UMNO|7690
207|2004|P34|N6|Rozali Muhammad|PAS|4955
208|2004|P34|N7|Asha'ari Idris|UMNO|6021
209|2004|P34|N7|Tengku Ahmad Tengku Husein|PAS|3829
210|2004|P34|N8|Mohd Khazan Che Mat|UMNO|5266
211|2004|P34|N8|Datuk Abu Bakar Chik|PAS|3576
212|2004|P35|N9|Mohd Ramli Muh|UMNO|7583
213|2004|P35|N9|Abu Bakar Abdullah|PAS|6809
214|2004|P35|N10|Datuk Abdul Rahin Mohd Said|UMNO|6677
215|2004|P35|N10|Ismail Mamat|PAS|5793
216|2004|P35|N11|Mohd Shapian Ali|UMNO|5811
217|2004|P35|N11|Zakari Dagang|PAS|3831
218|2004|P35|N12|Mohd Nasir Ibrahim Fikri|UMNO|4956
219|2004|P35|N12|Dr Alias Razak|PAS|4340
220|2004|P36|N13|Hamzah Mohd Zain|UMNO|6677
221|2004|P36|N13|Mohd Abdul Wahid Endut|PAS|8565
222|2004|P36|N14|Toh Chin Yaw|MCA|8236
223|2004|P36|N14|Md Azmi Lop Yusof|PAS|6624
224|2004|P36|N15|Wan Hisham Wan Salleh|UMNO|6981
225|2004|P36|N15|Dr Sulaiman Abdullah|PAS|5940
226|2004|P36|N16|Datuk Che Mat Jusoh|UMNO|8481
227|2004|P36|N16|Datuk Wan Abdul Muttalib Embong|PAS|8621
228|2004|P37|N17|Alias Abdullah|UMNO|7826
229|2004|P37|N17|Yahya Ali|PAS|6673
230|2004|P37|N18|Datuk Dr Abdul Latif Awang|UMNO|6773
231|2004|P37|N18|Hassan Mhd Salleh|PAS|6053
232|2004|P37|N19|Tengku Zainuddin Tengku Zahid|UMNO|6301
233|2004|P37|N19|Datuk Seri Abdul Hadi Awang|PAS|7736
234|2004|P37|N20|Yahya Khatib Mohamad|UMNO|8103
235|2004|P37|N20|Datuk Mustafa Ali|PAS|6732
236|2004|P38|N21|Rozi Mamat|UMNO|7276
237|2004|P38|N21|Kamaruzaman Abdullah|PKR|3036
238|2004|P38|N22|Wan Sagar Wan Embong|UMNO|4141
239|2004|P38|N22|Datuk Dr Harun Taib|PAS|4451
240|2004|P38|N23|Kamaruddin Abdul Rahman|UMNO|5926
241|2004|P38|N23|Dr Mamad Puteh|PAS|4231
242|2004|P38|N24|Rosol Wahid|UMNO|7386
243|2004|P38|N24|Mohd Razki|PAS|3603
244|2004|P39|N25|Din Adam|UMNO|5614
245|2004|P39|N25|Roslan Ismail|PAS|3324
246|2004|P39|N26|Za'abar Mohd Adib|UMNO|6167
247|2004|P39|N26|Azman Shapawi Abdul Rani|PAS|5222
248|2004|P39|N27|Ahmad Kamal Abdullah|UMNO|6224
249|2004|P39|N27|Wan Hassan Mohd Ramli|PAS|6055
250|2004|P39|N28|Zakaria @ Ariffin Abdullah|UMNO|8433
251|2004|P39|N28|Saiful Bahri Mamat|PAS|6989
252|2004|P40|N29|Datuk Abu Bakar Ali|UMNO|7409
253|2004|P40|N29|Alias Abdul Hamid|PAS|4327
254|2004|P40|N30|Ahmad Said|UMNO|7987
255|2004|P40|N30|Mohamad Sulong|PAS|4491
256|2004|P40|N31|Datuk Mohamad Awang Tera|UMNO|10145
257|2004|P40|N31|Dr Alias Abd Rahman|PAS|7330
258|2004|P40|N32|Wan Ahmad Nizam Wan Abdul Hamid|UMNO|10048
259|2004|P40|N32|Ismail Harun|PAS|5774
260|2004|P41|N1|Datuk Azhar Ibrahim|UMNO|6707
261|2004|P41|N1|Subri Md Arshad|PAS|4462
262|2004|P41|N2|Datuk Hilmi Abdul Rashid|UMNO|7615
263|2004|P41|N2|Mahamad Hashim|PKR|2350
264|2004|P41|N3|Datuk Roslan Saidin|UMNO|8941
265|2004|P41|N3|Mohd Salleh Man|PAS|2653
266|2004|P42|N4|Shabudin Yahaya|UMNO|7791
267|2004|P42|N4|Abdul Rahman Salleh|PAS|3881
268|2004|P42|N5|Jasmin Mohamed|UMNO|7183
269|2004|P42|N5|Soid Mohd Amin|PAS|4631
270|2004|P42|N6|Datuk Jahara Hamid|UMNO|7181
271|2004|P42|N6|Johari Kassim|PKR|3197
272|2004|P43|N7|Loo Ah Dee|MCA|7201
273|2004|P43|N7|Phee Boon Poh|DAP|7808
274|2004|P43|N8|Ooi Chuan Aik|MCA|9422
275|2004|P43|N8|Ngu Lek Wah|DAP|6085
276|2004|P43|N9|P.K. Subbaiyah|MIC|6687
277|2004|P43|N9|Lim Hock Seng|DAP|4720
278|2004|P43|N9|Abdul Razak Abdul Hamid|PKR|758
279|2004|P44|N10|Arif Shah Omar Shah|UMNO|10113
280|2004|P44|N10|Dr Mansor Othman|PKR|5649
281|2004|P44|N11|Datuk Md Isa Ramli|UMNO|7378
282|2004|P44|N11|Mohd Hamdan Abd Rahman|PAS|8057
283|2004|P44|N12|Datuk Abdul Jalil Abdul Majid|UMNO|6195
284|2004|P44|N12|Anuar Shaari|PKR|5528
285|2004|P45|N13|Lau Chiek Tuan|MCA|9199
286|2004|P45|N13|Tan Khong Chong|DAP|5233
287|2004|P45|N14|Datuk Dr Toh Kin Woon|GERAKAN|10410
288|2004|P45|N14|Lim Boon Tong|PKR|4755
289|2004|P45|N15|Tan Teik Cheng|MCA|7567
290|2004|P45|N15|Tan Kim Hooi|DAP|7032
291|2004|P46|N16|Datuk Dr K Rajapathy|MIC|5060
292|2004|P46|N16|Chong Eng|DAP|4477
293|2004|P46|N17|Ng Siew Lai|GERAKAN|7116
294|2004|P46|N17|Law Choo Kiang|PKR|3090
295|2004|P46|N18|Lai Chew Hock|GERAKAN|6030
296|2004|P46|N18|Goh Kheng Huat|PKR|4992
297|2004|P46|N18|Ng Yeow Chong|DAP|1097
298|2004|P47|N19|Tan Cheng Liang|MCA|8733
299|2004|P47|N19|Teoh Seang Hooi|DAP|4007
300|2004|P47|N19|Ganesh Kailasani|IND|710
301|2004|P47|N20|Datuk Abdul Rashid Abdullah|UMNO|5693
302|2004|P47|N20|Maktar Hj Shapee|PKR|3697
303|2004|P47|N21|Mohd Foad Mat Isa|UMNO|5949
304|2004|P47|N21|Ismail Salleh|PAS|2756
305|2004|P48|N22|Tan Sri Dr. Koh Tsu Koon|GERAKAN|8985
306|2004|P48|N22|Lim Cheng Heo|DAP|2761
307|2004|P48|N23|Lye Siew Weng|MCA|4811
308|2004|P48|N23|Tee Yee Cheu|DAP|3793
309|2004|P48|N24|Quah Kooi Heong|GERAKAN|8285
310|2004|P48|N24|Lau Keng Ee|DAP|5087
311|2004|P48|N25|Datuk Dr Teng Hock Nan|GERAKAN|8613
312|2004|P48|N25|Ong Khan Lee|PKR|2507
313|2004|P49|N26|Teng Chang Yeow|GERAKAN|6838
314|2004|P49|N26|Chow Kon Yeow|DAP|4584
315|2004|P49|N27|Lee Hack Teik|MCA|9067
316|2004|P49|N27|Lai Hon Meng|DAP|6139
317|2004|P49|N28|Lim Gim Soon|MCA|7732
318|2004|P49|N28|The Lai Heng|DAP|4732
319|2004|P50|N29|Ong Thean Lye|GERAKAN|9462
320|2004|P50|N29|Koid Teng Guan|DAP|4407
321|2004|P50|N30|Looi Swee Chenag|GERAKAN|8634
322|2004|P50|N30|Tham Weng Fatt|DAP|4127
323|2004|P50|N30|Jimmy Gay Choon Hee|PKR|843
324|2004|P50|N31|Ng Fook On|GERAKAN|7606
325|2004|P50|N31|Law Heng Kiang|DAP|7467
326|2004|P51|N32|Datuk Koay Kar Huah|MCA|9489
327|2004|P51|N32|Tan Hun Wooi|DAP|4569
328|2004|P51|N33|Cheang Chee Gooi|GERAKAN|7225
329|2004|P51|N33|Koat Teng Hai|DAP|4401
330|2004|P51|N34|Datuk Dr Loh Hock Hun|MCA|9772
331|2004|P51|N34|Teoh Soon Hin|DAP|8380
332|2004|P52|N35|Goh Kheng Neah|GERAKAN|10504
333|2004|P52|N35|Ong Peng Cheow|PKR|3070
334|2004|P52|N36|Wong Mun Hoe|GERAKAN|8904
335|2004|P52|N36|Syed Mohamad Nazli Syed Ahmad|PKR|3021
336|2004|P52|N37|Mansor Musa|UMNO|10386
337|2004|P52|N37|Lim Eng Nam|PKR|4298
338|2004|P53|N38|Syed Ameruddin Syed Ahmad|UMNO|8654
339|2004|P53|N38|Amizudin Ahmat|PKR|3283
340|2004|P53|N39|Muhamad Farid Saad|UMNO|6586
341|2004|P53|N39|Zainudin Haniff|PKR|2622
342|2004|P53|N40|Siti Faridah Arshad|UMNO|5797
343|2004|P53|N40|Ir Abdul Aziz Ismail|PAS|2422
344|2004|P54|N1|Datuk Seri Mohd Tajol Rosli Ghazali|UMNO|6402
345|2004|P54|N1|Hijaz @ Junid Mat Ghazali|PAS|1909
346|2004|P54|N2|Hasbulah Osman|UMNO|6844
347|2004|P54|N2|Mohd Aun Yeob Abas|PKR|2178
348|2004|P55|N3|Mohd Tarmizi Idris|UMNO|5823
349|2004|P55|N3|Mohd Shukri Ahmad|PAS|2968
350|2004|P55|N4|Saarani Mohamad|UMNO|5071
351|2004|P55|N4|Hamzah Mohd Zain|PKR|2394
352|2004|P56|N5|Mohd Daud Mohd Yusof|UMNO|5973
353|2004|P56|N5|Dr Mohd Dahari Othman|PAS|3920
354|2004|P56|N6|Jefri Mohd Yunus|UMNO|4763
355|2004|P56|N6|Mohd Nazri Din|PAS|3384
356|2004|P56|N7|Kapt (B) Najmuddin Alias Al Hafiz|UMNO|7785
357|2004|P56|N7|Mohamed Adil Kamarun|PKR|3690
358|2004|P57|N8|Abu Bakar Mat Ali|UMNO|10364
359|2004|P57|N8|Ahmad Azhar Sharin|PAS|7777
360|2004|P57|N9|Mohd Salleh Mat Disa|UMNO|8328
361|2004|P57|N9|Khalil Idham Lim Abdullah|PAS|5849
362|2004|P57|N9|Tan Ah An|DAP|1664
363|2004|P58|N10|Sham Mat Sahat|UMNO|7112
364|2004|P58|N10|Hamzah Omri|PKR|3696
365|2004|P58|N11|Abdul Muhaimin Abdul Rahman Nazri|UMNO|5930
366|2004|P58|N11|Jaberal @ Sabran Asmawi|PAS|5836
367|2004|P58|N12|Zaili bin Cha|UMNO|6876
368|2004|P58|N12|Ahmad Awang|PAS|4711
369|2004|P59|N13|See Tean Seng|GERAKAN|6544
370|2004|P59|N13|Abdul Latip Ariffin|PKR|3858
371|2004|P59|N13|Chuah Tiong San|DAP|2443
372|2004|P59|N14|Datuk Mat Isa Ismail|UMNO|10966
373|2004|P59|N14|Mohammad Nordin Jaafar|PAS|6202
374|2004|P59|N15|Rosli Hussin|UMNO|5338
375|2004|P59|N15|Mohd Idris Zakari|PAS|2318
376|2004|P60|N16|Datuk Dr Abdul Malek Mohamed Hanafiah|UMNO|9184
377|2004|P60|N16|Mohamed Ghazali Tain|PAS|4613
378|2004|P60|N16|S Simon Uthaya Kumar||259
379|2004|P60|N17|Datuk Ho Cheng Wang|MCA|0
380|2004|P60|N17|Uncontested||0
381|2004|P60|N18|Ng Chii Fa|GERAKAN|9016
382|2004|P60|N18|Yew Tian Hoe|DAP|5011
383|2004|P60|N18|Abdul Rahman Uda Mat Isa|PKR|1145
384|2004|P61|N19|Siti Salma Mat Jusak|UMNO|5761
385|2004|P61|N19|Mohd Yassin Mohd Yusof|PAS|2935
386|2004|P61|N20|Datuk Jamal Nasir|UMNO|3278
387|2004|P61|N20|Zainuddin Yusof|PAS|1756
388|2004|P62|N21|Ahamad Pakeh Adam|UMNO|9278
389|2004|P62|N21|Ir Ahmad Mazlan Othman|PAS|3889
390|2004|P62|N21|N Ponniah Narayanasamy|DAP|1230
391|2004|P62|N22|Datuk Chang Ko Youn|GERAKAN|9780
392|2004|P62|N22|K Kunasekaran|PKR|3638
393|2004|P62|N22|Ding Ching Aik|DAP|2928
394|2004|P63|N23|Datuk Nadri Ismail|UMNO|17100
395|2004|P63|N23|Zulkifli Ibrahim|PKR|9210
396|2004|P63|N24|Datuk Mazidah Zakaria|UMNO|14104
397|2004|P63|N24|Zulkarnain Ibrahim|PAS|5843
398|2004|P64|N25|Vincent Hooi Wy Hon|GERAKAN|10901
399|2004|P64|N25|Teh Hock Ke|DAP|9053
400|2004|P64|N26|Datuk Chew Wai Khoon|MCA|6313
401|2004|P64|N26|Raymond Chong Yoh Chy|DAP|5286
402|2004|P64|N27|Chan Kam|MCA|6792
403|2004|P64|N27|Su Keong Siong|DAP|9633
404|2004|P65|N28|Gooi Seng Teik|MCA|8231
405|2004|P65|N28|Sum Cheok Leng |DAP|7603
406|2004|P65|N28|Tan Seng Toh|PKR|665
407|2004|P65|N29|Datuk Tan Chin Meng|MCA|8679
408|2004|P65|N29|Chong Tat Cheong|DAP|5593
409|2004|P65|N30|Datuk Yik Phooi Hong|MCA|8464
410|2004|P65|N30|A Sivasubramaniam|DAP|6082
411|2004|P66|N31|Dr Mah Hang Soon|MCA|7978
412|2004|P66|N31|Hee Yit Soong|DAP|8231
413|2004|P66|N31|Foo Tiew Kok|ilan|358
414|2004|P66|N32|Loh Koi Pin @ Lo Koi Pin|MCA|7439
415|2004|P66|N32|Keong Meng Sing|DAP|10611
416|2004|P66|N33|Datuk Lee Kon Yin|MCA|8419
417|2004|P66|N33|Lim Pek Har|DAP|6664
418|2004|P67|N34|Datuk Ahmad Jaafar|UMNO|6826
419|2004|P67|N34|Mustafa Kamil Ayub|PKR|3213
420|2004|P67|N35|Datuk Ramly Zahari|UMNO|4693
421|2004|P67|N35|Asmuni Awi|PAS|2340
422|2004|P68|N36|Datuk Hamdi Abu Bakar|UMNO|6240
423|2004|P68|N36|Kamaruddin Awang The|PKR|4062
424|2004|P68|N37|Wong Chong Sang|MCA|7400
425|2004|P68|N37|Nga Kor Ming|DAP|9703
426|2004|P69|N38|Datuk Zaim Abu Hassan|UMNO|6916
427|2004|P69|N38|Dr Faizol Fadzli Mohamed|PAS|3773
428|2004|P69|N39|Che Ri Md Daud|UMNO|6031
429|2004|P69|N39|Kapt (B) Usaili Alias|PKR|4302
430|2004|P70|N40|Datuk Lee Chee Leong|MCA|10943
431|2004|P70|N40|Hong Chin Poh|DAP|3603
432|2004|P70|N41|Datuk Dr Chong Fah @ Chong Kam|MCA|5942
433|2004|P70|N41|Chen Fook Chye|DAP|5989
434|2004|P70|N42|Datuk Mohd Radzi Manan|UMNO|7230
435|2004|P70|N42|Salma Ismail|PKR|3919
436|2004|P71|N43|Hamidah Osman|UMNO|11574
437|2004|P71|N43|Roslam Sharom|PAS|5526
438|2004|P71|N43|R Balakrisnan|Ind|536
439|2004|P71|N44|Chan Chin Chee|MCA|8193
440|2004|P71|N44|Beh Boon Chong|DAP|6176
441|2004|P71|N44|Tai Sing Ng|PKR|2118
442|2004|P71|N45|Dr Ho Wai Cheong|MCA|6775
443|2004|P71|N45|Abd Rahman Said Ali|DAP|4430
444|2004|P72|N46|Datuk Chang Kon You @ Chen Kwan Wu|MCA|8462
445|2004|P72|N46|S Francis|PKR|2309
446|2004|P72|N47|Samsuddin Abu Hassan|UMNO|10218
447|2004|P72|N47|Mohd Asri Othman|PKR|3341
448|2004|P73|N48|Ibrahim Katop|UMNO|9121
449|2004|P73|N48|Osman Abdul Rahman|PKR|5522
450|2004|P73|N49|Tajuddin Rahman|UMNO|10352
451|2004|P73|N49|Mustafa Shaari|PAS|5335
452|2004|P74|N50|Ling Mee Lin|MCA|4737
453|2004|P74|N50|Ngeh Koo Ham|DAP|9874
454|2004|P74|N51|M Ramachandran|MIC|9446
455|2004|P74|N51|Norazil Musa|PAS|7802
456|2004|P74|N52|Datuk Dr Zambry Abd Kadir|UMNO|8349
457|2004|P74|N52|Suwardi Sapuam|PKR|2680
458|2004|P74|N52|Mohd Isa Mohd Som|Ind|117
459|2004|P75|N53|Shaarani Mohamad|UMNO|5789
460|2004|P75|N53|Misbahul Munir Masduki|PAS|3459
461|2004|P75|N54|Datuk G Rajoo|MIC|8145
462|2004|P75|N54|Madzi Hassan|PKR|4386
463|2004|P76|N55|Lee Heng|PPP|7659
464|2004|P76|N55|Seah Leong Peng|DAP|11050
465|2004|P76|N56|Datuk Onn Hamzah|UMNO|9496
466|2004|P76|N56|Fakharuddin Datuk Ahmad Ghazali|PAS|5885
467|2004|P77|N57|R Ganesan|MIC|6334
468|2004|P77|N57|A Sivanesan|DAP|4389
469|2004|P77|N58|Khusairi Abd Talib|UMNO|8318
470|2004|P77|N58|Termizi Ab Rahman|PAS|3443
471|2004|P77|N59|R Apalanaidu|MIC|7627
472|2004|P77|N59|JamaluddinMd Radzi|PKR|3879
473|2004|P78|N1|Choong Chin Yan|MCA|6193
474|2004|P78|N1|Go Mong Nging|DAP|2290
475|2004|P78|N2|Wan Rosdy Wan Ismail|UMNO|4145
476|2004|P78|N2|Abdul Rahman Awang Ngah|PAS|1967
477|2004|P79|N3|Abdul Rahman Mohamad|UMNO|4683
478|2004|P79|N3|Abdullah Abdul Wahab|PAS|3062
479|2004|P79|N4|Foong Koong Fue|MCA|4696
480|2004|P79|N4|Abdul Wahab Sudin|PAS|2567
481|2004|P79|N5|Mohd Soffi Abd Razak|UMNO|3610
482|2004|P79|N5|Zakaria Abdul Hamid|PKR|1598
483|2004|P80|N6|Tengku Paris Tengku Razlan|UMNO|5414
484|2004|P80|N6|Dr Mohamed Nilam Abdul Manap|PAS|2653
485|2004|P80|N7|Chan Choon Fah|MCA|7194
486|2004|P80|N7|Leong Mee Meng|DAP|5998
487|2004|P80|N8|Datuk Shahiruddin Ab Moin|UMNO|7791
488|2004|P80|N8|Selamat @ Ahmad Kamal Alang|PAS|2612
489|2004|P81|N9|Ahmad Jaafar|UMNO|4911
490|2004|P81|N9|Abdul Malik bin Yusof|PAS|3383
491|2004|P81|N10|Lau Lee|MCA|7563
492|2004|P81|N10|Woo Chee Wan|DAP|5324
493|2004|P81|N11|Datuk Dr Ahmad Shukri Ismail|UMNO|8434
494|2004|P81|N11|Mohamed Wahid|PAS|4912
495|2004|P82|N12|Datuk Faisal Abdullah|UMNO|12447
496|2004|P82|N12|Mohamad Hassim Yahia|PAS|7237
497|2004|P82|N13|Pang Tsu Ming|MCA|11110
498|2004|P82|N13|Mohd Zukri Aksah|PKR|5375
499|2004|P83|N14|Ti Lian Ker|MCA|12000
500|2004|P83|N14|JK Pang|PKR|3638
501|2004|P83|N15|Dr Nasharuddin Zainudin|UMNO|7780
502|2004|P83|N15|Bahrin Mohamad|PAS|3972
503|2004|P83|N16|Shafik Fauzan Sharif|UMNO|3634
504|2004|P83|N16|Abdul Aziz Long|PAS|2467
505|2004|P84|N17|Md Sohaimi Mohamed Shah|UMNO|5949
506|2004|P84|N17|Idris Ahmad|PAS|544
507|2004|P84|N18|Datuk Ahmad Tajuddin Sulaiman|UMNO|6677
