id,year,parl_code,state_code,won_party_code,won_remarks,total,total_electionday,spoilt,unreturned_ballot,race_malay,race_indian,race_chinese,race_others,race_iban,race_orgulu,race_bidayuh,race_malanau,race_muslimbumiputera,race_nonmuslimbumiputera,pooling_district,analysis
274,2004,P94,N5,UMNO,,17482,12287,310,16,66,15,18,1,0,0,0,0,0,0,"Kawasan S.k.c, Ladang Lima Belas, Gedangsa, Sungai Selisik, Kampung Gesir, Felda Sungai Dusun, Felda Sungai Tengi, Felda Sungai Tengi Peringkat Ii, Cangkat Asa, Kampung Hulu Bernam, Ladang Escot, Kampung Gumut, ndar Kelumpang, Kampung Baharu Kelumpang, Kuala Kelumpang, ",
275,2004,P94,N6,MCA,,18419,13085,531,6,29,21,47,2,0,0,0,0,0,0,"Kampung Baharu Kerling, Pertak, Empang Pecah, Kampung Baharu Cina K.k.b, Bandar Kuala Kubu Baharu, Kampung Air Jernih, Kerling, Ladang Kerling, Ladang Nigel Gardner, Jalan Kuala Kali, Kampung Baharu Rasa, Pekan Rasa, Kampung Baharu Batang Kali, Hulu Yam Lama, ",
276,2004,P94,N7,UMNO,,22632,17380,412,6,56,20,23,2,0,0,0,0,0,0,"Bukit Rasa, Batang Kali, Hulu Kali, Kampung Padang, Hulu Yam Timur, Hulu Yam Barat, Serendah, Sungai Coh, Sungai Gapi, Sungai Coh Barat, Sungai Buaya, Bukit Beruntung, ",
277,2004,P95,N8,UMNO,,18428,14395,273,0,85,3,12,1,0,0,0,0,0,0,"Terusan Besar, Headworks Utara, Sungai Burung Bendang, Sungai Burung Utara, Sungai Burung Selatan, Tanjung Karang Utara, Sungai Sirih, Sungai Sirih Utara, Sawah Sempadan Selatan, Headworks, Sungai Tengi Kanan, Tanjung Karang Tempatan Kilang, Tanjung Karang Tempatan Ladang, Tanjung Karang Selatan, ",
278,2004,P95,N9,UMNO,,17388,12752,355,0,53,23,24,0,0,0,0,0,0,0,"Hulu Tiram Buruk, Hulu Tiram Buruk Utara, Batang Berjuntai Satu, Ladang Mary, Sungai Tinggi, Batang Berjuntai Utara, Kampung Raja Musa, Ladang Raja Musa, Kampung Baharu Tiram Buruk, Parit Serong, Sungai Gulang-gulang, Hujung Permatang, Belimbing, Permatang, Pasir Penambang, ",
279,2004,P96,N10,UMNO,,12421,8781,206,18,55,32,13,0,0,0,0,0,0,0,"Kuala Selangor, Bandar Baru, Asam Jawa, Kampung Kuantan Kelab, Kampung Kuantan, Pasangan, Ladang Sungai Rambai, Bukit Rotan, Api-api, ",
280,2004,P96,N11,MIC,,12404,9344,254,32,51,28,21,0,0,0,0,0,0,0,"Sungai Darah, Batang Berjuntai, Jaya Setia, Bukit Badung, Kampung Ijok, Pekan Ijok, Simpang Ijok, Tuan Mee,",
281,2004,P96,N12,UMNO,,16887,13015,314,113,71,12,17,0,0,0,0,0,0,0,"Felda Bukit Ceraka, Ladang Bukit Ijuk, Parit Mahang, Bukit Ceraka, Bukit Hijau, Bukit Kucing Tengah, Bukit Kucing, Pekan Sungai Buluh, Jeram Utara, Simpang Tiga, Jeram, Sungai Sembilang, Tambak Jawa, Bukit Cloh, Bukit Kerayung, ",
282,2004,P97,N13,UMNO,,15328,11455,288,212,51,19,29,1,0,0,0,0,0,0,"Batu Arang Barat, Batu Arang Timur, Pengkalan Kundang, Sungai Serai, Pekan Kuang, Kampung Gombak, Kampung Kuang, Kampung Cempedak, ",
283,2004,P97,N14,MCA,,20393,13906,382,409,17,22,61,1,0,0,0,0,0,0,"Desa Country Homes, Kuala Garing, Kampung Rajah, Rawang, Kampung Melayu, Kampung Kenanga, Kampung Baharu Rawang Timur, Kampung Baharu Rawang Barat, Kancing, ",
284,2004,P97,N15,UMNO,,35431,25869,422,547,56,12,31,1,0,0,0,0,0,0,"Batu 16 Rawang, Bandar Baru Selayang, Bukit Idaman, Selayang Baharu Tiga, Selayang Baharu Dua, Selayang Baharu Satu, Taman Selayang Baharu, Selayang Pandang, Sri Melati, Selayang Utama, Kepung Utara, ",
285,2004,P98,N16,MIC,,23544,17238,295,80,60,24,16,1,0,0,0,0,0,0,"Wira Damai, Taman Jasa, Sungai Tua, Kampung Nakhoda, Kampung Laksamana, Selayang Baharu Empat, Selayang Baharu Lima, Taman Selayang, Taman Batu Caves, Pekan Batu Caves Lama, Batu Caves, ",
286,2004,P98,N17,UMNO,,32701,22447,163,0,80,8,10,2,0,0,0,0,0,0,"Pinggiran Batu Caves, Taman Sri Gombak, Taman Selaseh, Taman Greenwood, Simpang Tiga, Gombak Utara, Gombak Selatan, Gombak Setia, ",
287,2004,P98,N18,UMNO,,35980,27496,180,3,79,4,16,1,0,0,0,0,0,0,"Taman Melawati, Kelang Gate, Bandar Taman Melawati, Kemansah, Hulu Kelang, Taman Permata, Lembah Keramat, Taman Sepakat, Keramat Au 2, Keramat Au 1, Keramat Pangsa, Kuala Ampang, ",
288,2004,P99,N19,UMNO,,30832,22197,268,58,56,6,38,1,0,0,0,0,0,0,"Enggang Utara, Enggang Selatan, Kampung Berembang, Pinggiran Ukay, Ukay Height, Ampang Jaya, Taman Perwira, Taman Dato' Ahmad Razali, Ampang Hilir, Kampung Melayu Ampang, Pekan Ampang, Kampung Baharu Ampang, ",
289,2004,P99,N20,UMNO,,35794,25213,336,17,54,13,32,1,0,0,0,0,0,0,"Taman Tun Abdul Razak, Lembah Jaya, Taman Kosas, Taman Bukit Indah, Sri Watan, Sri Ampang, Bukit Ampang, Tasik Permai, Tasik Tambahan, Ampang Campuran, Kampung Baharu Ampang Kedua, Kampung Baharu Ampang Pertama, ",
290,2004,P100,N21,UMNO,,30903,19432,238,64,60,6,34,1,0,0,0,0,0,0,"Taman Nirwana, Kampung Pasar Baharu, Kampung Pandan Dalam Kiri, Kampung Pandan Dalam Kanan, Pandan Jaya, Taman Cempaka, Kampung Baharu Ampang Ketiga, Pandan Indah, ",
291,2004,P100,N22,GERAKAN,,26981,20474,955,22,42,5,52,1,0,0,0,0,0,0,"Ceras Indah, Pandan Perdana, Taman Kencana, Kampung Ceras Baharu, Taman Muda, Taman Putra, Taman Seraya, Taman Melur, Taman Mega Jaya, Taman Mawar, Taman Bukit Teratai, ",
292,2004,P101,N23,UMNO,,27997,20991,344,386,59,7,33,2,0,0,0,0,0,0,"Pansun, Lui, Kampung Jawa, Pekan Lui, Sungai Tekali, Dusun Tua, Batu 14 Hulu Langat, Sungai Serai, Bandar Sungai Long, Batu 9 Ceras, Kampung Sungai Raya, Taman Suntex, Taman Cuepac, ",
293,2004,P101,N24,UMNO,,25018,19055,350,0,53,16,30,1,0,0,0,0,0,0,"Sungai Jeluk, Semenyih Barat, Hulu Semenyih, Tarun, Kampung Tanjung, Kampung Baharu Semenyih, Semenyih, Semenyih Selatan, Rincing Hulu, Rincing, Sesapan Kelubi, Sesapan Batu, Sungai Jai, Beranang, Kuala Pajam, Sungai Kembung,",
294,2004,P101,N25,MCA,,26984,20511,524,0,44,8,48,1,0,0,0,0,0,0,"Ceras Utara, Sungai Sekamat, Saujana Impian, Taman Mesra, Sungai Kantan, Taman Kajang Baharu, Kajang, Sungai Chua Satu, Sungai Chua Dua, Sungai Chua Tiga, Sungai Chua Empat, Sungai Chua Lima,",
295,2004,P102,N26,UMNO,,28317,21664,246,45,65,14,21,1,0,0,0,0,0,0,"Sungai Tengkas, Reko, Sungai Ramal Luar, Sungai Ramal Dalam, Seksyen 1 & 2 Bbb, Seksyen 6 Bbb, Bangi, ",
296,2004,P102,N27,MCA,,22683,16737,327,27,32,11,57,1,0,0,0,0,0,0,"Balakong, Taman Suria Jaya, Perimbun, Batu 11 Ceras, Ceras Perdana, Bandar Tun Hussein Onn, Simpang Balak, Taming Jaya, ",
297,2004,P102,N28,MCA,,27837,21351,356,0,32,11,57,1,0,0,0,0,0,0,"Serdang Lama, Serdang Utama, Sri Kembangan 2, Sri Kembangan 1, Sri Kembangan 4, Sri Kembangan 5, Sri Kembangan 9, Sri Kembangan 11, Sri Kembangan 8, Sri Kembangan 10, Sri Kembangan 12, Sri Kembangan 7, Sri Kembangan 6, Sri Kembangan 3, Bukit Serdang, Taman Universiti Indah, ",
298,2004,P103,N29,UMNO,,39688,25936,389,78,57,18,24,1,0,0,0,0,0,0,"Serdang Jaya, Sri Serdang, Kawasan Upm, Air Hitam, Bandar Kinrara, Pusat Bandar Pucung, Pucung Perdana, Kampung Sri Aman, Batu 14 Pucung, ",
299,2004,P103,N30,MCA,,20006,14473,416,0,27,12,61,1,0,0,0,0,0,0,"Kinrara Seksyen 2, Kinrara Seksyen 1, Kinrara Seksyen 7, Kinrara Seksyen 3, Pucung Jaya, Kampung Batu 13, Kinrara Seksyen 4, 5 & 6, USJ 16, 17 & 18, ",
300,2004,P104,N31,MCA,,38606,0,0,0,32,10,56,1,0,0,0,0,0,0,"Ss 12, Ss 15, Ss 16 & Ss 17, Ss 19, Ss 18, Ss 14, Ss 13, Usj 1, Usj 2, Usj 3, Usj 4, Usj 5, Usj 6, Usj 7 & 8, Usj 9 Dan Usj 10, Usj 11, Usj 12, Usj 13, Usj 14 & 15, ",
301,2004,P104,N32,UMNO,,33912,23114,433,45,53,30,16,1,0,0,0,0,0,0,"Rasak, Ss 6 & 7, Ss 5d, Ss 5b & 5c, Ss 5a, Seri Setia, Pjs 5, Pjs 6 & 8, Pjs 10, ",
302,2004,P105,N33,UMNO,,38910,27399,612,20,58,18,24,1,0,0,0,0,0,0,"Seksyen 14 Utara, Seksyen 14 Selatan, Seksyen 51/51a, Seksyen 4 Petaling Jaya, Kawasan Melayu, Kawasan Pertanian, Pjs 1, Medan Pejasa, Pjs 2 Utara, Pjs 2 Selatan, Pjs 3, Pjs 4, ",
303,2004,P105,N34,GERAKAN,,34593,22300,267,23,13,14,72,1,0,0,0,0,0,0,"Seksyen 17 Utara, Seksyen 17 Barat, Seksyen 17 Tengah, Seksyen 17 Selatan, Seksyen 16, Jalan Bukit, Jalan Semangat, Seksyen 5 Petaling Jaya, Taman Jaya, Kawasan Assunta Convent, Kawasan Bandar Baharu, Jalan Sungai Jernih, Seksyen Satu Petaling Jaya, Kawasan Bangunan K.k.p.l, ",
304,2004,P106,N35,MCA,,30877,20616,270,0,20,11,68,1,0,0,0,0,0,0,"Seksyen 21 Timur, Seksyen 20 Utara, Seksyen 20 Selatan, Seksyen 22, Kampung Tunku Utara, Kampung Tunku Selatan, Ss 3 Utara, Ss 3 Barat, Ss 3 Timur, Sungai Way Utara, Sungai Way Tengah Dua, Sungai Way Tengah Satu, Sungai Way Selatan Dua, Sungai Way Selatan Satu, ",
305,2004,P106,N36,MCA,,45058,31807,374,23,12,5,83,1,0,0,0,0,0,0,"Ss 21, Ss 20, Seksyen 17a, Damansara Jaya, Ss 2 Utara, Seksyen 19, Ss 2 Tengah, Ss 23, Ss 24, Ss 26, Kampung Cempaka, Ss 25, Ss 4, Ss 2 Selatan, Seksyen 21 Barat, ",
306,2004,P107,N37,GERAKAN,,20104,14895,314,12,30,17,51,2,0,0,0,0,0,0,"Desa Jaya, Sri Damansara Utara, Sri Damansara Selatan, Bukit Lanjan, Bandar Utama, Sungai Kayu Ara, ",
307,2004,P107,N38,UMNO,,24616,18329,241,23,61,14,24,1,0,0,0,0,0,0,"Taman Ehsan, Sungai Buluh, Petempatan Sungai Buluh, Bandar Baru Sungai Buluh, Bukit Rahman Putra, Merbau Sempak, Paya Jaras, ",
308,2004,P107,N39,UMNO,,24019,18159,406,538,52,16,31,1,0,0,0,0,0,0,"Kem Sungai Buluh, Kampung Baharu Sungai Buluh, Rri Sungai Buluh, Pinggiran Subang, Taman Subang Baru, Kampung Melayu Subang, Subang Perdana, Kota Damansara, Ltab Subang, Kampung Baharu Subang, ",
309,2004,P108,N40,UMNO,,34198,25825,320,207,65,16,18,1,0,0,0,0,0,0,"Bukit Pasir, Monterez, Bukit Jelutung, Shah Alam S 9, Shah Alam S 8, Shah Alam S 1 & 7, Shah Alam S 6, Shah Alam S 3, Shah Alam S 2, Shah Alam S 4 & 5, Shah Alam S 10, Shah Alam S 11-14, Shah Alam S 15 & 16, Shah Alam S 18 Barat, Shah Alam S 18 Timur, Taman Berkeley, Ladang Bukit Raja, Ladang Midland, ",
310,2004,P108,N41,UMNO,,34972,26298,353,7,67,17,15,1,0,0,0,0,0,0,"Taman Batu Tiga, Kampung Kebun Bunga, Ladang Damansara, Shah Alam S 26, Shah Alam S 20 - 23, Shah Alam S 19 Timur, Shah Alam S 19 Barat, Shah Alam S 24, Apartment S 24, Shah Alam S 17, Padang Jawa, Sungai Rasau, Bukit Kuda, Kampung Kuantan, Taman Kampung Kuantan, ",
311,2004,P109,N42,UMNO,,26737,19900,299,4,59,12,29,0,0,0,0,0,0,0,"Kapar, Bukit Kapar, Kampung Meru, Kampung Haji Shariff, Kampung Nenas, Pekan Meru, Kampung Getah, Meru, Taman Klang, Jalan Meru, ",
312,2004,P109,N43,UMNO,,25803,18694,387,0,49,24,27,1,0,0,0,0,0,0,"Kampung Sungai Serdang, Kampung Tok Muda, Perepat, Pekan Kapar, Batu 9 Kapar, Sementa, Bandar Sultan Sulaiman, Taman Klang Utama, Kampung Batu Empat, ",
313,2004,P109,N44,DAP,,24514,17742,387,2,27,5,68,0,0,0,0,0,0,0,"Sungai Pinang Utara, Rantau Panjang, Kampung Batu Tiga, Taman Eng Ann, Persiaran Sultan Ibrahim, Bandar Klang, Sungai Pinang Selatan, Pasar Jawa, ",
314,2004,P109,N45,UMNO,,27131,19444,343,3,61,10,29,1,0,0,0,0,0,0,"Sungai Bertih Selatan, Sungai Bertih Utara, Sungai Udang, Jalan Yadi, Kampung Delik, Sungai Sirih, Kuala Klang, Sri Perantau, Tanjung Klang, Sungai Lima, Sungai Satu, Pulau Ketam Bandar, Pulau Ketam Seberang, Bagan Teo Chew, ",
315,2004,P110,N46,UMNO,,25871,17951,564,4,57,17,26,1,0,0,0,0,0,0,"Kampung Pandamaran, Kampung Idaman, Sungai Aur, Jalan Padang, Kawasan Pelabuhan, Jalan Kem, Teluk Gong, Pulau Indah Utara, Pulau Indah Selatan, Pandamaran Jaya, ",
316,2004,P110,N47,MCA,,25123,18141,364,6,24,16,60,1,0,0,0,0,0,0,"Kampung Raja Uda, Pandamaran Utara, Kebun Kelapa, Kawasan Sekolah Cina, Pandamaran, Jalan Samy Utara, Jalan Samy Selatan, ",
317,2004,P110,N48,GERAKAN,,23068,16123,248,50,17,24,58,1,0,0,0,0,0,0,"Teluk Pulai, Kampung Attap, Jalan Tengku Kelana, Bukit Istana, Simpang Tujuh, Taman Gembira, Taman Selatan, Teluk Gadung Besar, Taman Chi Liung, ",
318,2004,P111,N49,MIC,,32199,24532,542,0,45,32,22,1,0,0,0,0,0,0,"Bukit Naga, Sungai Kandis, Teluk Menegun, Lln Connought Bridge, Kampung Pandan, Kampung Jawa, Kota Raja, Taman Sri Andalas 1, Taman Sri Andalas 2, Taman Klang Jaya, Taman Sentosa, ",
319,2004,P111,N50,UMNO,,26175,20217,264,3,57,22,20,1,0,0,0,0,0,0,"Shah Alam S 27, Shah Alam S 28, Sri Muda 1, Sri Muda 2, Bukit Kemuning, Jalan Kebun, Johan Setia, Ladang Batu 4, Ladang Highland, ",
320,2004,P112,N51,UMNO,,21329,16274,360,461,63,19,16,2,0,0,0,0,0,0,"Sijangkang Utara, Sijangkang Dalam Utara, Sijangkang Dalam Selatan, Sijangkang Selatan, Kebun Baharu Teluk, Teluk, Jenjarum, Jenjarum Tempatan Pertama, Ladang Carey Barat, Ladang Carey Selatan, Ladang Carey Timur,",
321,2004,P112,N52,MCA,,17549,13578,474,130,29,23,44,4,0,0,0,0,0,0,"Bukit Kemandul, Bukit Ceding, Kampung Jenjarum, Jenjarum Tempatan Kedua, Jenjarum Tempatan Ketiga, Jenjarum Tempatan Keempat, Tanjung Dua Belas, Sungai Manggis Utara, Sungai Manggis Selatan, Teluk Datuk, Teluk Bunut, ",
322,2004,P112,N53,UMNO,,24273,18325,441,88,59,17,23,1,0,0,0,0,0,0,"Sungai Buaya, Sungai Buaya Tengah, Bandar, Jugra, Sungai Raba, Banting, Pulau Banting, Pekan Banting, Kancung, Kelanang, Kancung Timur, Kancung Tengah, Simpang Morib, Morib, ",
323,2004,P113,N54,UMNO,,18116,13896,295,0,53,15,29,3,0,0,0,0,0,0,"Bukit Bangkung, Sungai Rawang, Tanjung Rhu, Tanjung Sepat Tempatan Laut, Tanjung Sepat Tempatan Timur, Tanjung Sepat Tempatan Tengah Dua, Tanjung Sepat Tempatan Tengah Satu, Tanjung Sepat Tempatan Barat, Tanjung Sepat, Kundang, Batu Laut, Kampung Endah, Sungai Lang, Sungai Kelambu, ",
324,2004,P113,N55,UMNO,,23695,17717,421,13,67,20,9,4,0,0,0,0,0,0,"Sungai Lempit, Bukit Canggang, Labuhan Dagang, Ampar Tenang, Kampung Baharu Dengkil, Kampung Dengkil, Pulau Meranti, Sungai Merab Utara, Kampung Dato Abu Bakar Baginda, Sungai Merab, Desa Putra, Jenderam Hilir, Sungai Buah, ",
325,2004,P113,N56,MCA,,16485,12102,515,64,37,22,40,1,0,0,0,0,0,0,"Jenderam Hulu, Salak, Salak Jijan, Lothian Timur, Sepang Utara, Sepang Selatan, Hulu Cucuh, Bagan Lalang, Sungai Pelik Tiga, Sungai Pelik Dua, Sungai Pelik Empat, Bandar Baru Salak Tinggi, ",
326,2004,P126,N1,MCA,,9935,6970,293,0,41,3,54,2,0,0,0,0,0,0,"Kampong Sungai Buloh, Durian Tipus, Simpang Durian, Kampong Chennah, Pekan Titi, Kampong Bahru Sungai Muntoh, Kampong Sepri, Petaling, Kampong Gagu, ",
327,2004,P126,N2,UMNO,,8023,5826,172,1,61,8,27,4,0,0,0,0,0,0,"Jerang, Kampong Lakai, Pasoh 4, Pasoh 1, Simpang Pertang, Kampong Petaseh, Pertang, Kampong Gelang, ",
328,2004,P126,N3,UMNO,,11207,8607,271,89,76,12,9,3,0,0,0,0,0,0,"Sungai Lui, Lui Timur, Lui Muda, Lui Selatan, Pulapah, Ayer Hitam, Kampong Bahru Ayer Hitam, Lui Barat, Pasoh 3, Pasoh 2, ",
329,2004,P126,N4,UMNO,,8551,5959,157,6,63,4,33,1,0,0,0,0,0,0,"Peradong, Kampong Bahru Ladang Jelebu, Kampong Kempai, Kuala Klawang Luar, Kuala Klawang Dalam, Kampong Kemin, Ulu Klawang, ",
330,2004,P127,N5,UMNO,,14016,10538,195,26,70,10,20,0,0,0,0,0,0,0,"Serting Ulu, Kampong Serting Tengah, Kampong Bukit Kerdas, Lubok Gadong, Mahsan Jaya, Bandar Baru Serting, Serting Hilir, Ladang Geddes, Ladang Geddes Tengah, Ladang Sungai Sembaling, ",
331,2004,P127,N6,UMNO,,11530,9327,183,10,89,9,3,0,0,0,0,0,0,0,"Palong 14 & 15 & 16, Palong 8, Palong 12 & 13, Palong 7, Palong 9 & 10 &11, Palong 6, Palong 5, Palong 4, Palong 3, ",
332,2004,P127,N7,MIC,,9573,6264,302,22,43,39,16,2,0,0,0,0,0,0,"Ladang Bahau, Taman Jaya, Kuala Kepis, Jeram Padang, Ladang Middleton, Ladang Kelpin, Ladang Bukit Pilah, Rompin, Palong 2, Palong 1,",
333,2004,P127,N8,DAP,,15434,10796,350,225,29,5,65,0,0,0,0,0,0,0,"Kampong Bukit Perah, Kampong Batu Kikir, Kampong Lonek, Kuala Jempol, Kampong Bukit Tempurong, Ladang Jempol, Bahau Barat, Pekan Bahau, Kampong China, Kampong Bakar Batu,",
334,2004,P128,N9,UMNO,,12014,8916,162,11,73,8,18,2,0,0,0,0,0,0,"Pekan Broga, Ulu Beranang, Kampong Daching, Kampong Rawa Ulu, Lenggeng, Machang, Kampong Batu 9, Pantai, Panchor,",
335,2004,P128,N10,MCA,,14802,10464,321,2,25,19,55,1,0,0,0,0,0,0,"Nilai, Batang Benar, Pekan Pajam, Pajam, Batu Sebelas, Kampong Bahru Mantin, Pekan Mantin, Kampong Hakka, Mantin Dalam,",
336,2004,P128,N11,DAP,,14588,10320,180,18,5,15,79,1,0,0,0,0,0,0,"Jalan Lobak, Temiang Barat, Temiang Atas, Lobak Dalam, Lobak,",
337,2004,P128,N12,MCA,,10667,7637,198,46,25,8,66,1,0,0,0,0,0,0,"Taman Temiang Jaya, Temiang, Limbok, Jalan Yazid Ahmad,",
338,2004,P128,N13,UMNO,,14343,10551,190,0,55,10,34,1,0,0,0,0,0,0,"Taman Paroi Jaya, Sikamat, Taman Jujur, Jalan Sikamat, Medan Rahang, Rahang,",
339,2004,P128,N14,UMNO,,15290,10990,219,19,56,9,34,1,0,0,0,0,0,0,"Ampangan, Kampong Gedong Lalang, Taman Datuk Shahbandar, Dusun Nyior, Taman Rahang, Rahang Timor,",
