id,year,parl_code,state_code,won_party_code,won_remarks,total,total_electionday,spoilt,unreturned_ballot,race_malay,race_indian,race_chinese,race_others,race_iban,race_orgulu,race_bidayuh,race_malanau,race_muslimbumiputera,race_nonmuslimbumiputera,pooling_district,analysis
27,2004,P9,N12,UMNO,,21617,16336,191,33,65,6,28,0,0,0,0,0,0,0,"Taman Malaysia, Taman Golf, Taman Uda, Jalan Sultanah, Alor Semadom, Bakar Bata, Seberang Pumpong, Suka Menanti, Taman Wira, Gunong Sali, Kampong Berjaya, Telok Yan, Kampong Seberang Terus, Taman Rakyat Mergong, Batin,",
28,2004,P9,N13,MCA,,16207,11205,235,27,29,7,64,0,0,0,0,0,0,0,"Jalan Lumpur, Kampong Perak, Seberang Nyonya, Jalan Raja, Jalan Kolam, Pengkalan, Jalan Seberang Perak, Taman Bahagia, Kota Tanah, Kampong Piew, Jalan Pegawai, Sungai Korok, Kampong Telok, Bandar Simpang Kuala, Rumah Pangsa Simpang Kuala, Kampong Pegawai,",
29,2004,P9,N14,UMNO,,19489,15545,182,0,75,3,21,0,0,0,0,0,0,0,"Kampong Gelam, Pulau Binjal, Titi Haji Idris, Tok Sibil, Alor Binjal, Tok Keling, Lahar Budi, Alor Mengkudu, Taman Saga, Taman Sultan Abdul Halim, Jalan Langgar, Kampong Tanjong Bendahara, Jalan Stesyen, Taman Bee Bee, Keriang Pulau, Selarong,",
30,2004,P10,N15,PAS,,24523,20603,219,38,87,2,11,0,0,0,0,0,0,0,"Titi Gajah, Alor Senjaya, Alor Madi, Kota Rentang, Permatang Kong, Kubang Raja, Padang Hang, Padang Lalang, Gunong, Kubang Tedoh, Taman Aman, Pekan Anak Bukit, Kampong Anak Bukit, Pantai Johor, Alor Merah, Chegar, Alor Melintang, Sungai Baru, Mergong,",
31,2004,P10,N16,UMNO,,27329,21384,389,31,69,2,29,0,0,0,0,0,0,0,"Kuar Jawa, Kubang Jawi, Kubang Jambu, Kubang Rotan, Seberang Kota, Kampong Bahru, Pekan Kuala Kedah, Taman Sri Putra, Kampong Tengah, Kampong Balai, Kubang Panggas, Telok Chengai, Taman Seri Ampang, Taman Pelangi, Peremba, Tongkang Yard, Taman Sultan Badlishah, Taman Malek,",
32,2004,P10,N17,UMNO,,26939,22022,283,98,75,2,23,0,0,0,0,0,0,0,"Telok Kechai, Taman Sophia, Alor Ibus, Telok Bagan, Tandop, Kebun Pinang, Tebengau, Kampong Benua, Taman Cengkeh, Simpang Empat, Selarong Panjang, Permatang Ibus, Kuala Sala, Sala Kechil, Selarong Batang, Buloh Lima, Taman Impian, Kota Sarang Semut,",
33,2004,P11,N18,PAS,,29254,25623,222,19,90,0,10,0,0,0,0,0,0,0,"Sri Pudak, Kepala Bukit, Kampong Penyarom, Tanah Merah, Kampong Rambai, Kubang Jelai, Pekan Tokai, Kampong Pulai, Alor Besar, Kobah, Tempoyak, Sebrang Pendang, Pekan Pendang, Bukit Raya, Banggol Besi, Guar Kepayang, Cherok Kudong, Gajah Mati, Manggol Petai, Paya Kelubi, Batu Manunggul,",
34,2004,P11,N19,UMNO,,27926,24031,385,53,85,2,3,10,0,0,0,0,0,0,"Kubor Panjang, Kampong Perupok, Kampong China, Padang Durian, Pokok Assam, Kampong Belat, Paya Rawa, Kampong Bechah, Titi Akar, Sungai Tiang Blok B, Sungai Tiang Blok A, Kampong Mahawangsa Pendang, Kampong Bahru, Sawa Kechil, Padang Pusing, Ayer Puteh, Bukit Jambol, Junun, Tanjong Setol, Bukit Genting, Pokok Tai, Paya Mak Inson, Paya Mengkuang,",
35,2004,P12,N20,PAS,,24820,20952,268,0,92,0,8,0,0,0,0,0,0,0,"Matang Buloh, Sungai Dedap, Gelam Tiga, Bukit Choras, Bukit Besar, Simpang Tiga Luar, Simpang Tiga, Selengkoh, Sungai Daun, Sungai Limau, Kabu Sepuloh, Sungai Kering, Sedaka, Ulu Sedaka, Padang Lumat, Batu Enam Belas, Kampong Titi Batu, Dulang Kechil, Dulang Besar,",
36,2004,P12,N21,UMNO,,17985,14153,221,0,86,1,12,0,0,0,0,0,0,0,"Pondok Haji Majid, Taman Sri Wangsa, Pondok Haji Hussein, Titi Teras, Teroi, Titi Serong, Kuala Yan Kechil, Pekan Sungai Yan, Sungai Udang, Singkir Darat, Kampong Acheh, Lubok Buoy, Pekan Yen, Sungai Raga, Ruat, Singkir Laut,",
37,2004,P12,N22,MCA,,21081,15808,685,0,53,18,29,0,0,0,0,0,0,0,"Pekan Jeniang, Kampong Jeniang, Batu Sepuloh, Batu 9, Padang Lembu, Sungai Rotan, Gurun, Pulau Chengai, Bongkok Gurun, Pekan Gurun, Pekan Baru Gurun, Kampong Gurun, Taman Seri Jerai, Ladang Jerai, Sungai Puntar, Sungai Tok Pawang, Kampong Mesjid, Pekan Bahru Bedong,",
38,2004,P13,N23,PAS,,17314,14781,212,6,93,1,3,4,0,0,0,0,0,0,"Kota Aur, Belantek, Kampong Gulau, Kubang Kesom, Sungai Batang, Kampong Chong, Bendang Man, Durian Burong, Charok Kit, Kampong Dusun, Pekan Sik, Kampong Sadu, Kampong Namek, Kampong Kemelong, Chepir, ",
