id,year,parl_code,name,party_code,votes
517,2008,P34,Mohd Pauzi Muda,PAS,19378
518,2008,P35,Mohamed Nasir Ibrahim Fikri,UMNO,26439
519,2008,P35,Mohd Shukrimun Shamsuddin,PAS,25098
520,2008,P36,Datuk Razali Ismail,UMNO,32562
521,2008,P36,Mohamad Sabu,PAS,31934
522,2008,P36,Maimun Yusuf,IND,685
523,2008,P37,Datuk Dr. Ahmad Ramzi Mohamad Zubir,UMNO,30688
524,2008,P37,Datuk Seri Abdul Hadi Awang,PAS,33435
525,2008,P38,Mohd. Nor Othman,UMNO,27784
526,2008,P38,Kamaruzaman Abdullah,PAS,17324
527,2008,P39,Matulidi Jusoh,UMNO,29264
528,2008,P39,Shamsul Iskandar @ Yusre Mohd Akin,PKR,24270
529,2008,P40,Ahmad Shaberry Cheek,UMNO,37199
530,2008,P40,Mohd Fariz Abd Talib @ Musa,PKR,24516
531,2008,P41,Datuk Seri Abdullah Ahmad Badawi,UMNO,23445
532,2008,P41,Subri Arshad,PAS,12199
533,2008,P42,Tan Sri Nor Mohamed Yakcop,UMNO,20448
534,2008,P42,Ismail Salleh,PAS,15901
535,2008,P43,Song Choy Leng,MCA,11678
536,2008,P43,Lim Guan Eng,DAP,33748
537,2008,P44,Datuk Pirdaus Ismail,UMNO,16950
538,2008,P44,Wan Azizah Wan Ismail,PKR,30348
539,2008,P45,Ong Tang Chuan,MCA,22050
540,2008,P45,Chong Eng,DAP,37882
541,2008,P46,Tan Sri Dr. Koh Tsu Koon,GERAKAN,13582
542,2008,P46,Dr P Ramasamy,DAP,23067
543,2008,P47,Datuk Zainal Abidin Osman,UMNO,17123
544,2008,P47,Tan Tee Beng,PKR,20210
545,2008,P48,Datuk Seri Chia Kwang Chye,GERAKAN,15131
546,2008,P48,Liew Chin Tong,DAP,31243
547,2008,P49,Khaw Veon Szu,GERAKAN,9759
548,2008,P49,Chow Kon Yeow,DAP,28248
549,2008,P50,Dr Thor Teong Gee,GERAKAN,14247
550,2008,P50,Jeff Ooi,DAP,30493
551,2008,P50,Badrul Zaman P.S. Md Zakariah,IND,882
552,2008,P51,Koay Har Huah,MCA,14125
553,2008,P51,Karpal Singh,DAP,35140
554,2008,P52,Ooi Swee Kim,MCA,16589
555,2008,P52,Zahrain Mohamed Hashim,PKR,27618
556,2008,P53,Datuk Dr Norraessah Mohamad,UMNO,15041
557,2008,P53,Mohd Yusmadi Mohd Yusoff,PKR,15749
558,2008,P54,Datuk Tan Lian Hoe,GERAKAN,12526
559,2008,P54,Mohd. Noor Abdul Rahman,PAS,6953
560,2008,P55,Datuk Samsul Anuar Nasarah,UMNO,10992
561,2008,P55,Muhamad Zulkifli Mohamad Zakaria,PAS,6073
562,2008,P56,Datuk Hamzah Zainuddin,UMNO,15878
563,2008,P56,Dr. Mohd. Dhari Othman,PAS,13967
564,2008,P57,Senator Datuk Abdul Raman Suliman,UMNO,13670
565,2008,P57,Dr. Mujahid Yusof Rawa,PAS,21221
566,2008,P58,Datuk Zainal Abidin Zin,UMNO,15530
567,2008,P58,Mohsin Fadzli Haji Samsuri,PKR,18943
568,2008,P59,Datuk Azim Zabidi,UMNO,18449
569,2008,P59,Roslan Shaharum,PAS,20015
570,2008,P59,M Morgan,IND,872
571,2008,P60,Datuk M Kayveas,PPP,16800
572,2008,P60,Nga Kor Ming,DAP,28098
573,2008,P61,Datuk Seri Mohd. Nazri Aziz,UMNO,9830
574,2008,P61,Alias Zenon,PKR,8081
575,2008,P62,Datuk Seri S.Samy Vellu,MIC,14637
576,2008,P62,Michael Jeyakumar Devaraj,PKR,16458
577,2008,P62,Nor Rizan Oon,IND,864
578,2008,P63,Datuk Ahmad Husni Hanadzlah,UMNO,27942
579,2008,P63,Mohamad Asri Othman,PKR,22556
580,2008,P64,Liew Mun Hon,MCA,15422
581,2008,P64,Lim Kit Siang,DAP,37364
582,2008,P65,Yik Phooi Hong,MCA,17042
583,2008,P65,M. Kulasegaran a/l V. Murugeson,DAP,32576
584,2008,P66,Cheah Yoke Can,MCA,15295
585,2008,P66,Fong Po Kuan,DAP,39922
586,2008,P67,Datuk Seri Rafidah Aziz,UMNO,10735
587,2008,P67,Dr. Khairudin Abdul Malik,PAS,9277
588,2008,P68,Datuk Chang Ko Youn,GERAKAN,14003
589,2008,P68,Ngeh Koo Ham,DAP,15831
590,2008,P69,Mohd. Nizar Zakaria,UMNO,12399
591,2008,P69,Dr. Najihatussalehah Ahmad,PAS,9526
592,2008,P70,Datuk Lee Chee Leong,MCA,20126
593,2008,P70,Keong Meng sing,DAP,17429
594,2008,P71,Ling Hee Leong,MCA,22328
595,2008,P71,Lee Boon Chye,PKR,29696
596,2008,P72,Datuk M. Saravanan,MIC,14084
597,2008,P72,Tan Seng Toh,PKR,11064
598,2008,P73,Datuk Tajuddin Abdul Rahman,UMNO,16928
599,2008,P73,Mustaffa Kamil Ayub,PKR,14240
600,2008,P74,Kong Cho Ha,MCA,25698
601,2008,P74,Suwardi Sapuan,PKR,25400
602,2008,P75,Datuk Ahmad Zahid Hamidi,UMNO,13115
603,2008,P75,Madzi Hasan,PKR,10423
604,2008,P76,Mah Siew Keong,GERAKAN,17016
605,2008,P76,M. Manogaran,DAP,18486
606,2008,P77,Ong Ka Chuan,MCA,21016
607,2008,P77,Mohamad Azman Marjohan,PKR,15594
608,2008,P78,S.K. Devamany,MIC,9164
609,2008,P78,J Apalasamy,DAP,6047
610,2008,P79,Muhamad Shahrum,UMNO,12611
611,2008,P79,Mohamad Nilam Abdul Manap,PAS,8474
612,2008,P80,Datuk Ng Yen Yen,MCA,18078
613,2008,P80,Abu Bakar Lebai Sudin,DAP,15326
614,2008,P81,Tengku Azlan Sultan Abu Bakar,UMNO,19543
615,2008,P81,Dr Hamzah Jaafar,PAS,17597
616,2008,P82,Salamon Ali Rizal Abd Rahman,UMNO,18796
617,2008,P82,Azan bin Ismail,PKR,19823
618,2008,P83,Fu Ah Kiow,MCA,16572
619,2008,P83,Fuziah binti Salleh,PKR,18398
620,2008,P84,Datuk Abdul Manan Ismail,UMNO,19355
621,2008,P84,Mohd Jafri Ab Rashid,PKR,10852
622,2008,P85,Najib Tun Razak,UMNO,36262
623,2008,P85,Khairul Anuar Ahmad Zainudin,PKR,9798
624,2008,P86,Ismail Abd Muttalib,UMNO,15868
625,2008,P86,Masrudin Tantawi,PAS,9227
626,2008,P87,Ismail Mohamed Said,UMNO,16165
627,2008,P87,Kamal Shaari,PAS,10900
628,2008,P88,Datuk Saifuddin Abdullah,UMNO,21381
629,2008,P88,Ahmad Nizam Hamid,PKR,18940
630,2008,P89,Liow Tiong Lai,MCA,25134
631,2008,P89,G Ponusamy,PKR,12585
632,2008,P90,Datuk Ismail Sabri Yaakob,UMNO,18051
633,2008,P90,Mazlan Aliman,PAS,14230
634,2008,P91,Datuk Sri Dr Jamaluddin Mohd Jarjis,UMNO,21308
635,2008,P91,Mazlan Mohd Yasin,PAS,10629
636,2008,P92,Abd Rahman Bakri,UMNO,12055
637,2008,P92,Badrul Amin Bahron,PKR,10720
638,2008,P93,Noriah Kasnon,UMNO,16069
639,2008,P93,Dr Osman Sabran,PAS,11060
640,2008,P94,Datuk G. Palanivel,MIC,22979
641,2008,P94,Zainal Abidin Ahmad,PKR,23177
642,2008,P95,Datuk Noh Omar,UMNO,16073
643,2008,P95,Hanipa Maidin,PAS,12253
644,2008,P96,Jahaya Ibrahim,UMNO,17934
645,2008,P96,Dr. Dzulkefly Ahmad,PAS,18796
646,2008,P97,Lee Li Yew,MCA,27134
647,2008,P97,William Leong Jee Keen,PKR,30701
648,2008,P97,Koh Swe Yong,PRM,1332
649,2008,P98,Said Anuar b  Said Ahmad,UMNO,33467
650,2008,P98,Mohamed Azmin Ali,PKR,40334
651,2008,P99,Azman b Wahid,UMNO,23319
652,2008,P99,Zuraida Kamaruddin,PKR,26995
653,2008,P100,Dato Ong Tee Keat,MCA,25236
654,2008,P100,Syed Shahir Syed Mohamud,PKR,22275
655,2008,P101,Dato Markiman Kobiran,UMNO,34379
656,2008,P101,Dr. Che Rosli Che Mat,PAS,36124
657,2008,P102,Dato' Hoh Hee Lee,MCA,26419
658,2008,P102,Teo Nie Ching,DAP,47444
659,2008,P103,Lau Yeng Peng,GERAKAN,22486
660,2008,P103,Gobind Singh Deo,DAP,35079
661,2008,P104,Dato Lee Hwa Beng,MCA,25267
662,2008,P104,Gwo-Burne Loh,PKR,30298
663,2008,P104,Billi Lim Peng Soon,IND,1895
664,2008,P105,Datuk Donald Lim Siang Chai,MCA,22892
665,2008,P105,Hee Loy Sian,PKR,28598
666,2008,P106,Datin Paduka Chew Mei Fun,MCA,17879
667,2008,P106,Tony Pua Kiam Wee,DAP,37851
668,2008,P107,S Murugesan,MIC,28315
669,2008,P107,R Sivarasa,PKR,35024
670,2008,P108,Datuk Abdul Aziz Shamsuddin,UMNO,24042
671,2008,P108,Hj Khalid Abd Samad,PAS,33356
672,2008,P109,Datin Paduka P Komala Devi,MIC,35899
673,2008,P109,S Manikavasagam,PKR,48196
674,2008,P110,Ch'ng Toh Eng,MCA,20289
675,2008,P110,Charles Santiago,DAP,37990
676,2008,P111,S.Vigneswaran,MIC,17879
677,2008,P111,Dr. Siti Mariah Mahmud,PAS,38630
678,2008,P112,Dato Hj Sulaiman b Mohd Karli,UMNO,25698
679,2008,P112,Abdullah Sani bin Abdul Hamid,PKR,26687
680,2008,P113,Dato Mohd Zin Mohamed,UMNO,26381
681,2008,P113,Mohamed Makki Ahmad,PAS,21532
682,2008,P114,Lau Hoi Keong,GERAKAN,11704
683,2008,P114,Dr Tan Seng Giaw,DAP,35552
684,2008,P115,Lim Si Pin,GERAKAN,20330
685,2008,P115,Chua Tian Chang,PKR,29785
686,2008,P116,Yew Teong Look,MCA,19487
687,2008,P116,Wee Choo Keong,PKR,19637
688,2008,P117,Ma Woei Chyi,GERAKAN,17314
689,2008,P117,Lim Lip Eng,DAP,25046
690,2008,P118,Zulhasnan Rafique,UMNO,25489
691,2008,P118,Ibrahim Yaakob,PKR,17355
692,2008,P119,Aziz Jamaluddin Mohd Tahir,UMNO,15885
693,2008,P119,Dr Lo' Lo' Mohd Ghazali,PAS,17857
694,2008,P120,Lee Chong Meng,MCA,12534
695,2008,P120,Fong Kui Lun,DAP,26811
696,2008,P121,Datuk Seri Shahrizat Abdul Jalil,UMNO,18833
697,2008,P121,Nurul Izzah Anwar,PKR,21728
698,2008,P121,N Periasamy,IND,489
699,2008,P122,Carol Chew Chee Lin,MCA,10738
700,2008,P122,Teresa Kok Suh Sim,DAP,47230
701,2008,P123,Jeffrey Goh Sim Ik,MCA,10953
702,2008,P123,Tan Kok Wai,DAP,39253
703,2008,P124,Tan Chai Ho,MCA,25608
704,2008,P124,Abdul Khalid Ibrahim,PKR,28123
705,2008,P125,Tengku Adnan Tengku Mansor,UMNO,4038
706,2008,P125,Mohammad Nor Mohamad,PAS,1304
707,2008,P126,Datuk Seri Dr Rais Yatim,UMNO,19737
708,2008,P126,Norman Ipin,PAS,8127
709,2008,P127,Datuk Lilah Yasin,UMNO,25294
710,2008,P127,Siti Meriam Naan,PAS,12974
711,2008,P128,Datuk Yu Chok Tow,MCA,29022
712,2008,P128,John Fernandez,DAP,32970
713,2008,P129,Datuk Hassan Malek,UMNO,20417
714,2008,P129,Annuar Mohd Salleh,PKR,10409
715,2008,P130,Datuk Dr Yeow Chai Thiam,MCA,21120
716,2008,P130,Loke Siew Fook,DAP,34271
717,2008,P131,Khairy Jamaluddin Abu Bakar,UMNO,26525
718,2008,P131,Badrul Hisham Shaharin,PKR,20779
719,2008,P132,Datuk S. Sothinathan,MIC,20544
720,2008,P132,Kamarul Baharin Abbas,PKR,23348
721,2008,P132,Mohd Rashid Arshad,IND,601
722,2008,P133,Datuk Shaziman Abu Mansor,UMNO,24022
723,2008,P133,Abdul Razakek Abdul Rahim,PAS,10943
724,2008,P134,Datuk Wira Abu Seman Yusop,UMNO,21582
725,2008,P134,Ab. Ghani Ab. Rahman,PAS,9297
726,2008,P135,Datuk Seri Fong Chan Onn,MCA,26354
727,2008,P135,Tan Lay Siang,DAP,13470
728,2008,P136,Datuk Idris Haron,UMNO,30460
729,2008,P136,Zainon Jaafar,PKR,15960
730,2008,P137,Datuk Md Sirat Abu,UMNO,30975
731,2008,P137,Khalid Jaafar,PKR,29217
732,2008,P138,Wong Nai Chee,MCA,27250
733,2008,P138,Sim Tong Him,DAP,38640
734,2008,P139,Datuk Wira Ahmad Hamzah,UMNO,28101
735,2008,P139,Zulkefly Othman,PKR,15373
736,2008,P140,Dr S. Subramaniam,MIC,15921
737,2008,P140,Pang Hok Liong,DAP,12930
738,2008,P141,Baharum Mohamed,UMNO,17979
739,2008,P141,Zulkaply Salleh,PKR,8112
740,2008,P142,Chua Tee Yong,MCA,13658
741,2008,P142,Teo Eng Ching,DAP,9564
742,2008,P143,Tan Sri Muhyiddin Md Yassin,UMNO,21028
743,2008,P143,Mohd Rozali Jamil Al-Hafiz,PAS,8447
744,2008,P144,Hamim Samuri,UMNO,25319
745,2008,P144,Lee Fu Haw,DAP,17702
746,2008,P145,Tay Puay Chuan,MCA,20329
747,2008,P145,Er Teck Hwa,DAP,21051
748,2008,P146,Razali Ibrahim,UMNO,16986
749,2008,P146,Nah Budin,PKR,12325
750,2008,P147,Datuk Noraini Ahmad,UMNO,26066
751,2008,P147,Faisal Ali,PAS,12467
752,2008,P148,Dr. Wee Ka Siong,MCA,20230
753,2008,P148,Hussin Sujak,PAS,6321
754,2008,P149,Datuk Mohamad Aziz,UMNO,19641
755,2008,P149,Ali Markom,PKR,8767
756,2008,P150,Mohd. Puad Zarkashi,UMNO,32593
757,2008,P150,Muhammad Abdullah,PKR,19625
758,2008,P151,Liang Teck Meng,GERAKAN,16450
759,2008,P151,Atan Gombang,PAS,8597
760,2008,P152,Hou Kok Chung,MCA,27970
761,2008,P152,Ng Lam Hua,DAP,24189
762,2008,P153,Datuk Seri Hishammuddin Tun Hussein,UMNO,17988
763,2008,P153,Lee Sang,PKR,6418
764,2008,P154,Datuk Dr Abdul Latiff Ahmad,UMNO,20116
765,2008,P154,Shahar Abdullah,PAS,6380
766,2008,P155,Datuk Halimah Mohamed Sadique,UMNO,19031
767,2008,P155,Salleh Farmin,PAS,4982
768,2008,P156,Datuk Seri Syed Hamid Albar,UMNO,22682
769,2008,P156,Onn Jaafar,PAS,3721
770,2008,P157,Datuk Seri Azalina Othman Said (walkover),UMNO,0
771,2008,P158,Ling Ban San @ Teng Boon Soon,MCA,30860
772,2008,P158,Roslaini Sarif,PAS,16202
773,2008,P159,Datuk Seri Mohamed Khaled Nordin,UMNO,35849
774,2008,P159,Md Rizan Mohd Saman,PKR,18568
775,2008,P160,Datuk Shahrir Abdul Samad,UMNO,43143
776,2008,P160,Hassan Karim,PRM,17794
777,2008,P161,Datuk Nur Jazlan Mohamed,UMNO,38036
778,2008,P161,Abdullah Ideris,PAS,17587
779,2008,P162,Tan Ah Eng,MCA,33630
780,2008,P162,Dr. Zaliha Mustafa,PKR,24779
781,2008,P163,Ong Ka Ting,MCA,32017
782,2008,P163,Ng Pak Siong,DAP,20273
783,2008,P164,Ahmad Maslan,UMNO,23121
784,2008,P164,Mohd Annuar Mohd Salleh,PKR,8677
785,2008,P165,Wee Jeck Seng,MCA,23302
786,2008,P165,Ahmad Ton,DAP,10931
787,2008,P166,Yusof Mahal,UMNO,10471
788,2008,P166,Matusin Abdul Rahman,PAS,1106
789,2008,P166,Lau Seng Kiat,IND,2014
790,2008,P167,Datuk Abdul Rahim Bakri,UMNO,17634
791,2008,P167,Yahya Othman,PKR,7739
792,2008,P168,Datuk Dr Maximus Ongkili,PBS,12028
793,2008,P168,Anthony Mandiau,PKR,7830
794,2008,P168,Roslan Mohd Zain,IND,1109
795,2008,P168,Bernam Angkap,BERSEKUTU,457
796,2008,P169,Datuk Abdul Rahman Dahlan,UMNO,17842
797,2008,P169,Saidil Simoi,PKR,14822
798,2008,P170,Datuk Wilfred Bumburing,UPKO,17645
799,2008,P170,Ansari Abdullah,PKR,11023
800,2008,P170,Ajin @ Hazin Gagah,IND,879
801,2008,P171,Datuk Eric Enchin Majimbun,SAPP,16884
802,2008,P171,Ewol Munji @ Edward Ewol Munji,DAP,3709
803,2008,P171,Mohamad Ibrahim @ Paul Kuleling,PKR,5423
804,2008,P172,Chin Teck Ming,PBS,8420
805,2008,P172,Christina Liew,PKR,9358
806,2008,P172,Hiew King Chiew,DAP,9464
807,2008,P172,Kong Yu Kiong,IND,341
808,2008,P173,Datuk Dr Marcus Mojigoh,UPKO,13737
809,2008,P173,Saukinah Yusof,PKR,7292
810,2008,P173,Ramzah Ahmad,IND,918
811,2008,P174,Tan Sri Bernard Giluk Dompok,UPKO,13400
812,2008,P174,Dr Edwin Bosi,PKR,10337
813,2008,P174,Livired Missih @ Willybroad Missi,PASOK,404
814,2008,P174,Anthony Tibok,IND,696
815,2008,P175,Rosnah Abdul Rashid Shirlin,UMNO,15352
816,2008,P175,Wahab Idris,PKR,5778
817,2008,P175,Mohd Hashim Yussup,IND,429
818,2008,P175,Datuk Patrick Sindu,IND,2268
819,2008,P176,Datuk Anifah Aman,UMNO,10242
820,2008,P176,Ismail Bongsu,PKR,1615
821,2008,P176,Jaafar Ismail,IND,4789
822,2008,P176,Benjamin Basinta,IND,205
823,2008,P177,Datuk Lajim Ukin,UMNO,14780
824,2008,P177,Lajim Yusof,PKR,3866
825,2008,P178,Datuk Sapawi Ahmad,UMNO,11905
826,2008,P178,Karim Tassim,PKR,5759
827,2008,P179,Datuk Sirigan Gubat,UPKO,14074
828,2008,P179,Jonathan Yasin,PKR,6823
829,2008,P179,Vitos Mark Koding,PASOK,619
830,2008,P180,Datuk Seri Joseph Pairin Kitingan,PBS,14598
831,2008,P180,Datuk Dr Jeffrey Kitingan,PKR,10334
832,2008,P180,Peter Kodou,DAP,560
833,2008,P181,Raimie Unggi,UMNO,9535
834,2008,P181,Adris Taripin,PKR,2652
835,2008,P181,Mutang @ Sylvester Dawat,BERSEKUTU,485
836,2008,P181,Joh Jimmy @ Richard Joe Jimmy,IND,0
837,2008,P182,Tan Sri Joseph Kurup (won uncontested),PBRS,0
838,2008,P183,Datuk Ronald Kiandee,UMNO,7090
839,2008,P183,Michael @ Radio Luban,PKR,1271
840,2008,P183,Petrus Rinning,IND,571
841,2008,P183,Ramsah Tasim @ Ramsah Tashim,IND,0
842,2008,P183,Nordin Kaning,IND,0
843,2008,P184,Datuk Juslie Ajirol,UMNO,13668
844,2008,P184,Ahmad Thamrin Jaini,PKR,6139
845,2008,P185,Datuk Edmund Chong Ket Wah,PBS,9479
846,2008,P185,Chong Kwong Wing,IND,5771
847,2008,P186,Datuk V. K. Liew,LDP,8297
848,2008,P186,Chong Chu Lin @ Shanty,DAP,8121
849,2008,P186,Fong Vun Fui,IND,2929
850,2008,P187,Datuk Bung Moktar Radin,UMNO,8507
851,2008,P187,Ahmad Abdul,PKR,2181
852,2008,P187,Dasim @ Ricky Jikah,UMNO,1515
853,2008,P188,Salleh Kalbi,UMNO,18111
854,2008,P188,Datuk Seri Panglima Dr Hasbullah Taha,PKR,8319
855,2008,P189,Datuk Shafie Apdal,UMNO,19419
856,2008,P189,Abdul Azis Abdul Hamid,PKR,1957
857,2008,P190,Datuk Dr Chua Soon Bui,SAPP,13943
858,2008,P190,Chan Foong Hin,DAP,9076
859,2008,P190,Berhan @ Birhan Ruslan,PKR,3278
860,2008,P191,Datuk Abdul Ghapur Salleh (won uncontested),UMNO,0
861,2008,P192,Datuk Dr Tiki Lafe,SPDP,8551
862,2008,P192,Apin Baeng,IND,306
863,2008,P192,Dr Patau Rubis,SNAP,4250
864,2008,P192,Fabian Tinseng,IND,1476
865,2008,P193,Datuk Wan Junaidi Tuanku Jaafar,PBB,15800
866,2008,P193,Rahamat Idil Latip,PKR,3855
867,2008,P194,Fadillah Yusof,PBB,19515
868,2008,P194,Mohamad Jolhi,PKR,5118
869,2008,P195,Sim Yaw Yen,SUPP,12949
870,2008,P195,Chong Chieng Jen,DAP,22901
871,2008,P196,Datuk Yong Khoon Seng,SUPP,21966
872,2008,P196,Voon Lee Shan,DAP,18896
873,2008,P196,See Chee How,PKR,2198
874,2008,P197,Sulaiman Abdul Rahman Abdul Taib,PBB,15559
875,2008,P197,Hussain Bin Apok,PKR,4148
876,2008,P197,Abu Bakar Awang Dawos,IND,898
877,2008,P198,Datuk James Dawos Mamit,PBB,14182
878,2008,P198,Majen Ak Panyog,PKR,7525
879,2008,P199,Datuk Richard Riot Jaem,SUPP,15793
880,2008,P199,Sylvester Belayong,SNAP,2366
881,2008,P200,Nancy Shukri,PBB,8183
882,2008,P200,Piee Ling,PKR,2758
883,2008,P201,Datuk Rohani Abdul Karim,PBB,11015
884,2008,P201,Abang Eddy Allyanni,PAS,2923
885,2008,P201,Ali Semsu,IND,250
886,2008,P202,Masir Kujat,PRS,9700
887,2008,P202,Cobbold Lusoi,IND,5448
888,2008,P203,William Nyallau Badak,PRS,6769
889,2008,P203,Nicholas Bawin,IND,5159
890,2008,P204,Datuk Douglas Uggah Embas,PBB,13708
891,2008,P204,Edmond Stanley Jugol,SNAP,1999
892,2008,P205,Jelaing Mersat,SPDP,12470
